AÑO,ENTIDAD,CODIGO,NOMBRE,PRESUPUESTO INICIAL,PRESUPUESTO DEFINITIVO,RECAUDO EFECTIVO,RECAUDO SIN SITUACIÓN DE FONDOS,TOTAL INGRESOS,OTRAS DEST - TIENE DOC SOPORTE,OTRAS DEST - NRO DOCUMENTO,OTRAS DEST - % DESTINACIÓN,OTRAS DEST - VALOR DESTINACIÓN
2016,Departamento de Risaralda,TI.A.1.2.1,VEHÍCULOS AUTOMOTORES VIGENCIA ACTUAL,15181015,22759458.604,22892218.02,0,22892218.02,No,NA,0,0
2016,Departamento de Risaralda,TI.A.1.2.2,VEHÍCULOS AUTOMOTORES VIGENCIAS ANTERIORES,1821295,2218457.283,1985811.415,0,1985811.415,No,NA,0,0
2016,Departamento de Risaralda,TI.A.1.28.1,ESTAMPILLA PARA EL BIENESTAR DEL ADULTO MAYOR,1572216,5947216,6695464.221,0,6695464.221,No,NA,0,0
2016,Departamento de Risaralda,TI.A.1.28.5,ESTAMPILLAS PRODESARROLLO DEPARTAMENTAL,13064030,13249041.925,16275711.663,0,16275711.663,No,NA,0,0
2016,Departamento de Risaralda,TI.A.1.28.7,ESTAMPILLASPROHOSPITALES UNIVERSITARIOS Y OTRAS ESTAMPILLAS PRO HOSPITALES,375598,207182,135686,0,135686,No,NA,0,0
2016,Departamento de Risaralda,TI.A.1.28.8,ESTAMPILLAS PRO UNIVERSIDADES PÚBLICAS,33744,73878.32,73875.527,0,73875.527,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2,NO TRIBUTARIOS,188196286.538,209747873.513,173404171.655,39569024.238,212973195.893,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.1,TASAS Y DERECHOS,9948811,11232145.839,11242447.291,129599,11372046.291,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.1.11,DERECHOS DE EXPLOTACIÓN DE JUEGOS DE SUERTE Y AZAR,8604598,8703082,8811082,129599,8940681,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.1.11.1,RIFAS,7440,53664,88416,0,88416,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.1.11.2,JUEGO DE LOTERÍAS,2142089,2142089,2023110,0,2023110,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.1.11.3,JUEGOS DE APUESTAS PERMANENTES O CHANCE,6351868,6351868,6656356,0,6656356,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.1.11.8,JUEGOS DE SUERTE Y AZAR NOVEDOSOS,103201,155461,43200,129599,172799,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.1.11.8.10,JUEGOS NOVEDOSOS - OTROS,19761,72021,22340,67019,89359,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.1.11.8.2,JUEGOS NOVEDOSOS - SÚPER ASTRO,83440,83440,20860,62580,83440,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.1.15,TASAS O SOBRETASAS ESPECIALES CREADAS PARA FINANCIAR LOS FONDOS DE SEGURIDAD,1000,601000,624384.133,0,624384.133,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.1.90,OTRAS TASAS (DESAGREGAR O ESPECIFICAR),1343213,1928063.839,1806981.158,0,1806981.158,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2,MULTAS Y SANCIONES,4011039,3060361.417,3678818.147,0,3678818.147,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.2.3,MULTAS DE CONTROL DISCIPLINARIO,2000,1180.15,1180.15,0,1180.15,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2.5,INTERESES MORATORIOS,19367.42,14572.036,17396.198,0,17396.198,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.2.5.5,VEHÍCULOS AUTOMOTORES,19367.42,14572.036,17396.198,0,17396.198,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2.6,SANCIONES TRIBUTARIAS,3988671.58,3001693.231,3589206.799,0,3589206.799,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.2.6.4,VEHÍCULOS AUTOMOTORES,3831540.411,2882848.827,3441565.038,0,3441565.038,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2.6.5,LICORES,19794.102,14893.071,17779.452,0,17779.452,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2.6.6,CERVEZA,123395.545,92842.738,110836.308,0,110836.308,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2.6.8,OTRAS SANCIONES TRIBUTARIAS ,13941.522,11108.595,19026.001,0,19026.001,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.2.9,"MULTAS, INFRACCIONES Y SANCIONES POR VIOLACIÓN AL RÉGIMEN DE VENTA DE MEDICAMENTOS CONTROLADOS",1000,42916,71035,0,71035,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.4,VENTA DE BIENES Y SERVICIOS,307002,324694,347803.1,0,347803.1,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.4.10,OTROS INGRESOS DE VENTA DE BIENES Y SERVICIOS DIFERENTE A LA VENTA DE ACTIVOS,12000,12000,22479.1,0,22479.1,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.4.7,SERVICIOS EDUCATIVOS,1,0,0,0,0,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.4.8,SERVICIOS DE SALUD Y PREVISIÓN SOCIAL,295001,312694,325324,0,325324,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.4.8.1,SERVICIOS DE SALUD Y PREVISIÓN SOCIAL,195001,212694,169355,0,169355,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.4.8.2,VENTA DE MEDICAMENTOS CONTROLADOS,100000,100000,155969,0,155969,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6,TRASFERENCIAS,155795653.538,174394554.483,135222885.046,39439425.238,174662310.284,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.1,TRANSFERENCIAS DE LIBRE DESTINACIÓN,206712.06,240076.456,240076.456,0,240076.456,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.1.3,CUOTA DE FISCALIZACIÓN,206712.06,240076.456,240076.456,0,240076.456,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.1.3.1,"PROVENIENTE DE EMPRESAS INDUSTRIALES Y COMERCIALES, SOCIALES DEL ESTADO Y DE SERVICIOS PÚBLICOS",196305.766,228814.316,228814.316,0,228814.316,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.1.3.2,PROVENIENTES DE ESTABLECIMIENTOS PÚBLICOS,3845.703,3653.959,3653.959,0,3653.959,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.1.3.3,DE OTRAS ENTIDADES,6560.591,7608.181,7608.181,0,7608.181,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2,TRASFERENCIAS PARA INVERSIÓN,155588941.478,174154478.027,134982808.59,39439425.238,174422233.828,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1,DEL NIVEL NACIONAL,155588941.478,174154478.027,134982808.59,39439425.238,174422233.828,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1,SISTEMA GENERAL DE PARTICIPACIONES,146379043.8,144534319.333,118773501.598,25760817.735,144534319.333,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.1,SISTEMA GENERAL DE PARTICIPACIONES -EDUCACIÓN,124684880.8,126180057.636,108470389.598,17709668.038,126180057.636,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.1.1,S. G. P. EDUCACIÓN - PRESTACIÓN DE SERVICIOS,117665353.8,119574128.082,101864460.044,17709668.038,119574128.082,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.1.2,S. G. P. EDUCACIÓN - CANCELACIONES,7019527,6605929.554,6605929.554,0,6605929.554,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.2,SISTEMA GENERAL DE PARTICIPACIONES -SALUD-,18349708,14444450,10303112,4141338,14444450,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.2.2,S. G. P. SALUD - SALUD PUBLICA,5152413,6034923,6034923,0,6034923,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.2.3,S. G. P. SALUD - PRESTACIÓN DE SERVICIOS A LA POBLACIÓN POBRE EN LO NO CUBIERTO CON SUBSIDIOS A LA DEMANDA Y ACTIVIDADES NO CUBIERTAS CON SUBSIDIOS A LA DEMANDA,4890314,4268189,4268189,0,4268189,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.2.4,S. G. P. SALUD - APORTES PATRONALES (SIN SITUACIÓN DE FONDOS) ,8306981,4141338,0,4141338,4141338,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.5,S.G.P  AGUA POTABLE Y SANEAMIENTO BÁSICO,3344455,3909811.697,0,3909811.697,3909811.697,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.1.5.1,S.G.P  AGUA POTABLE Y SANEAMIENTO BÁSICO,3344455,3909811.697,0,3909811.697,3909811.697,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.5,IVA TELEFONÍA CELULAR,764676,686468.444,686468.444,0,686468.444,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.6,SOBRETASA AL ACPM,3670576.689,3970576.689,4037204.567,0,4037204.567,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.7,REGALÍAS Y COMPENSACIONES  (RÉGIMEN ANTERIOR DE REGALÍAS LEY 141/94 Y 756/02),0,10017202.503,0,10017202.503,10017202.503,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.7.9,DESAHORRO FAEP  (RÉGIMEN ANTERIOR DE REGALÍAS LEY 141/94 Y 756/02),0,10017202.503,0,10017202.503,10017202.503,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8,OTRAS TRANSFERENCIAS DEL NIVEL NACIONAL PARA INVERSIÓN,4774644.989,14945911.058,11485633.981,3661405,15147038.981,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8.1,EN SALUD,911958,4891388,1966338,3661405,5627743,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8.1.10,OTRAS TRANSFERENCIAS DEL NIVEL NACIONAL PARA INVERSIÓN EN SALUD,911958,4891388,1966338,3661405,5627743,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8.2,EN EDUCACIÓN,3862686.989,8563598.351,8563598.351,0,8563598.351,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8.2.1,EJECUCIÓN DE PROYECTOS,0,332300,332300,0,332300,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8.2.3,ALIMENTACIÓN ESCOLAR LEY 1450 DE 2011 (ICBF O MEN),3862686.989,8231298.351,8231298.351,0,8231298.351,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.6.2.1.8.90,EN OTROS SECTORES,0,1490924.707,955697.63,0,955697.63,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.7,OTROS INGRESOS NO TRIBUTARIOS,18133781,20736117.774,22912218.071,0,22912218.071,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.7.10,OTROS NO TRIBUTARIOS,234169,299713,400325,0,400325,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.7.2,PARTICIPACIÓN POR EL EJERCICIO DEL MONOPOLIO DE LICORES Y ALCOHOLES POTABLES,17392053,19928845.774,22045719.071,0,22045719.071,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.7.2.1,SALUD,7580781,6854684.049,4974238.071,0,4974238.071,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.7.2.1.1,DESTINACIÓN PREFERENTE ARTÍCULO 336 C.P.,6470916,5546244.049,3539453.071,0,3539453.071,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.7.2.1.2,PORCENTAJE DESTINADO A SALUD LEY 1393 DE 2010,1109865,1308440,1434785,0,1434785,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.7.2.2,EDUCACIÓN,1833000,3950162.725,6972123.319,0,6972123.319,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.7.2.3,LIBRE DESTINACIÓN,7978272,9123999,10099357.681,0,10099357.681,No,NA,0,0
2016,Departamento de Risaralda,TI.A.2.7.4,PREMIOS DE JUEGOS DE SUERTE Y AZAR NO RECLAMADOS,507559,507559,466174,0,466174,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.A.2.7.4.1,PREMIOS DE JUEGOS DE SUERTE Y AZAR NO RECLAMADOS - JUEGO DE LOTERÍAS,507559,507559,466174,0,466174,No,NA,0,0
2016,Departamento de Risaralda,TI.B,INGRESOS DE CAPITAL,4431937.922,78521522.474,77171442.408,1066467,78237909.408,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.11,"UTILIDADES Y EXCEDENTES FINANCIEROS (EMPRESAS INDUSTRIALES, COMERCIALES Y ESTABLECIMIENTOS PÚBLICOS)",2,24456.218,38906.2,0,38906.2,No,NA,0,0
2016,Departamento de Risaralda,TI.B.13,REINTEGROS,265016,254586.601,254586.6,0,254586.6,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.13.10,OTROS REINTEGROS,11,23357,23357,0,23357,No,NA,0,0
2016,Departamento de Risaralda,TI.B.13.11,REINTEGROS PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - EDUCACION,265003,231229.601,231229.6,0,231229.6,No,NA,0,0
2016,Departamento de Risaralda,TI.B.13.12,REINTEGROS PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD,2,0,0,0,0,No,NA,0,0
2016,Departamento de Risaralda,TI.B.14,OTROS INGRESOS DE CAPITAL,5,956637.789,1059345.15,0,1059345.15,No,NA,0,0
2016,Departamento de Risaralda,TI.B.5,RECUPERACIÓN DE CARTERA (DIFERENTES A TRIBUTARIOS),2500000,2162162.561,1312453.385,0,1312453.385,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.5.3,POR OTROS CONCEPTOS,2500000,2162162.561,1312453.385,0,1312453.385,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6,RECURSOS DEL BALANCE,30,72294089.977,72159139.727,202675,72361814.727,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.1,CANCELACIÓN DE RESERVAS,0,1808689.455,1808689.455,0,1808689.455,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.1.2,DE SGP,0,1808689.455,1808689.455,0,1808689.455,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.1.2.2,CANCELACIÓN DE RESERVAS - SALUD,0,89368,89368,0,89368,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.1.2.2.3,RECURSOS DE FORZOSA INVERSIÓN - SALUD: PRESTACIÓN DEL SERVICIO A LA POBLACIÓN POBRE NO AFILIADA,0,82950,82950,0,82950,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.1.2.2.4,RECURSOS DE FORZOSA INVERSIÓN - SALUD: OTROS DIFERENTES A LOS ANTERIORES CON DESTINO A SALUD,0,6418,6418,0,6418,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.1.2.7,CANCELACIÓN DE RESERVAS - PROPÓSITO GENERAL,0,1719321.455,1719321.455,0,1719321.455,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.1.2.7.7,RESTO LIBRE INVERSIÓN,0,1719321.455,1719321.455,0,1719321.455,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2,SUPERÁVIT FISCAL,30,70485400.522,70350450.272,202675,70553125.272,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1,SUPERÁVIT FISCAL DE LA VIGENCIA ANTERIOR,30,70485400.522,70350450.272,202675,70553125.272,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.1,RECURSOS DE LIBRE DESTINACIÓN ,0,23126950.206,23126950.206,0,23126950.206,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.1.3,INGRESOS CORRIENTES DE LIBRE DESTINACIÓN DIFERENTES A LA PARTICIPACIÓN DE LIBRE DESTINACIÓN PROPÓSITO GENERAL,0,23126950.206,23126950.206,0,23126950.206,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2,RECURSOS DE FORZOSA INVERSIÓN (CON DESTINACIÓN ESPECIFICA),30,47358450.316,47223500.066,202675,47426175.066,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1,RECURSOS DE FORZOSA INVERSIÓN SGP (CON DESTINACIÓN ESPECÍFICA),10,4310263.995,4310261.995,0,4310261.995,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.1,RECURSOS DE FORZOSA INVERSIÓN - EDUCACIÓN,8,3555388.657,3555386.657,0,3555386.657,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.1.1,SGP EDUCACIÓN PRESTACIÓN DEL SERVICIO,7,3381965.259,3381963.259,0,3381963.259,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.1.3,SGP CANCELACIONES,1,173423.398,173423.398,0,173423.398,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.2,RECURSOS DE FORZOSA INVERSIÓN - SALUD,2,670458,670458,0,670458,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.2.2,RECURSOS DE FORZOSA INVERSIÓN - SALUD:  PÚBLICA,1,608183,608183,0,608183,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.2.3,RECURSOS DE FORZOSA INVERSIÓN - SALUD: PRESTACIÓN DEL SERVICIO A LA POBLACIÓN POBRE NO AFILIADA,1,62275,62275,0,62275,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.5,PARTICIPACIÓN PARA AGUA POTABLE Y SANEAMIENTO BÁSICO,0,84417.338,84417.338,0,84417.338,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.1.5.1,PARTICIPACIÓN PARA AGUA POTABLE Y SANEAMIENTO BÁSICO,0,84417.338,84417.338,0,84417.338,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.4,SUPERÁVIT EXCEDENTES DE RENTAS CEDIDAS SECTOR SALUD,3,5525122,5525122,0,5525122,No,NA,0,0
2016,Departamento de Risaralda,TI.B.6.2.1.2.9,OTROS RECURSOS DE FORZOSA INVERSIÓN DIFERENTES AL SGP (CON DESTINACIÓN ESPECÍFICA),17,37523064.321,37388116.071,202675,37590791.071,No,NA,0,0
2016,Departamento de Risaralda,TI.B.7,VENTA DE ACTIVOS,6,7079.192,7079.192,0,7079.192,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.7.2,AL SECTOR PRIVADO,6,7079.192,7079.192,0,7079.192,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.7.2.1,VENTA DE ACCIONES,1,0,0,0,0,No,NA,0,0
2016,Departamento de Risaralda,TI.B.7.2.3,VENTA DE TERRENOS,1,0,0,0,0,No,NA,0,0
2016,Departamento de Risaralda,TI.B.7.2.5,VENTA DE EDIFICIOS,1,0,0,0,0,No,NA,0,0
2016,Departamento de Risaralda,TI.B.7.2.7," OTROS ACTIVOS  (COMO EQUIPOS, MOBILIARIOS, SEMOVIENTES, PATENTES, ETC.)",3,7079.192,7079.192,0,7079.192,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8,RENDIMIENTOS POR OPERACIONES FINANCIERAS,1666877.922,2822509.136,2339932.154,863792,3203724.154,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.8.1,PROVENIENTES DE RECURSOS LIBRE DESTINACIÓN,400000,1000000,1203682.642,0,1203682.642,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.8.1.3,INGRESOS CORRIENTES DE LIBRE DESTINACIÓN DIFERENTES A LA PARTICIPACIÓN DE LIBRE DESTINACIÓN PROPÓSITO GENERAL:,400000,1000000,1203682.642,0,1203682.642,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8.2,PROVENIENTES DE RECURSOS CON DESTINACIÓN ESPECIFICA,1266877.922,1822509.136,1136249.512,863792,2000041.512,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.8.2.1,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA,1266866.922,1225587.931,465697.838,863792,1329489.838,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.1,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - EDUCACIÓN,594356.922,479357.931,191647.838,0,191647.838,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.1.1,SGP EDUCACIÓN PRESTACIÓN DEL SERVICIO,253595,165121.923,165121.923,0,165121.923,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.1.3,SGP CANCELACIONES,340761.922,314236.008,26525.915,0,26525.915,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.2,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD,672510,746230,274050,863792,1137842,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.2.2,PROVENIENTES DE RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD:  PÚBLICA,20000,20000,11263,0,11263,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.2.3,"RECURSOS SGP CON DESTINACIÓN ESPECIFICA - SALUD, SERVICIOS A LA POBLACIÓN POBRE NO AFILIADA",1,14785,14785,0,14785,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8.2.1.2.4,RENDIMIENTOS OTROS DIFERENTES A LOS ANTERIORES CON DESTINO A SALUD,652509,711445,248002,863792,1111794,No,NA,0,0
2016,Departamento de Risaralda,TI.B.8.2.3,PROVENIENTES DE OTROS RECURSOS CON DESTINACIÓN ESPECÍFICA DIFERENTES AL SGP ,11,596921.205,670551.674,0,670551.674,No,NA,0,0
2016,Departamento de Risaralda,TI.B.9,DONACIONES,1,1,0,0,0,No,No Aplica,0,0
2016,Departamento de Risaralda,TI.B.9.3,DE ENTIDADES PRIVADAS,1,1,0,0,0,No,NA,0,0
2016,Departamento de Risaralda,VAL,INGRESOS TOTALES,309350179.613,425257210.379,396821211.231,40635491.238,437456702.469,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI,INGRESOS TOTALES,14480000,19499747,10249447,9017991,19267438,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A,INGRESOS CORRIENTES,14480000,16295857,7282922,8979900,16262822,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1,TRIBUTARIOS ,615100,1351311,1259177,76359,1335536,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.10,IMPUESTO DE ESPECTÁCULOS PÚBLICOS MUNICIPAL,1100,1100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.23,DEGÜELLO DE GANADO MENOR,2000,3052,3052,0,3052,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.26,SOBRETASA A LA GASOLINA,47000,59855,59855,0,59855,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.28,ESTAMPILLAS,245000,605948,605948,0,605948,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.28.1,ESTAMPILLA PARA EL BIENESTAR DEL ADULTO MAYOR,200000,484609,484609,0,484609,Si,ACUERDO 028 DE SEPTIEMBRE DE 2012,100,0
2016,Pueblo Rico - Risaralda,TI.A.1.28.4,ESTAMPILLAS PRO CULTURA,45000,121339,121339,0,121339,Si,DECRETO 023 DE ABRIL DE 2005,100,0
2016,Pueblo Rico - Risaralda,TI.A.1.29,IMPUESTO SOBRE EL SERVICIO DE ALUMBRADO PÚBLICO,134900,91259,13416,76359,89775,Si,ACUERDO 16 DE DICIEMBRE DE 2011,100,0
2016,Pueblo Rico - Risaralda,TI.A.1.3,IMPUESTO PREDIAL UNIFICADO,84000,131718,119404,0,119404,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.3.1,IMPUESTO PREDIAL UNIFICADO VIGENCIA ACTUAL,65000,65000,54686,0,54686,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.3.1.2,IMPUESTO PREDIAL UNIFICADO SUELO RURAL VIGENCIA ACTUAL,65000,65000,54686,0,54686,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.3.2,IMPUESTO PREDIAL UNIFICADO VIGENCIA ANTERIORES,17000,64718,64718,0,64718,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.3.2.1,IMPUESTO PREDIAL UNIFICADO SUELO URBANO VIGENCIA ANTERIORES,17000,64718,64718,0,64718,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.3.3,COMPENSACIÓN PREDIAL POR RESGUARDOS INDÍGENAS VIGENCIA ACTUAL,1000,1000,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.3.4,COMPENSACIÓN PREDIAL POR RESGUARDOS INDÍGENAS VIGENCIA ANTERIOR,1000,1000,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.30,CONTRIBUCIÓN SOBRE CONTRATOS DE OBRAS PÚBLICAS,24000,122687,122687,0,122687,Si,ACUERDO 19 DE NOVIEMBRE DE 2015,100,0
2016,Pueblo Rico - Risaralda,TI.A.1.40,OTROS INGRESOS TRIBUTARIOS,100,100,0,0,0,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.5,IMPUESTO DE INDUSTRIA Y COMERCIO ,65000,322202,322202,0,322202,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.5.1,IMPUESTO DE INDUSTRIA Y COMERCIO DE LA VIGENCIA ACTUAL,63000,316094,316094,0,316094,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.5.2,IMPUESTO DE INDUSTRIA Y COMERCIO DE LA VIGENCIA ANTERIOR,2000,6108,6108,0,6108,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.6,AVISOS Y TABLEROS,10000,10979,10202,0,10202,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.6.1,AVISOS Y TABLEROS VIGENCIA ACTUAL,9000,9979,9979,0,9979,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.6.2,AVISOS Y TABLEROS VIGENCIAS ANTERIORES,1000,1000,223,0,223,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.1.8,IMPUESTO DE DELINEACIÓN,2000,2411,2411,0,2411,No,NA,0,0
2016,Pueblo Rico - Risaralda,TI.A.2,NO TRIBUTARIOS,13864900,14944546,6023745,8903541,14927286,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.1,TASAS Y DERECHOS,3200,4249,2164,0,2164,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.1.11,DERECHOS DE EXPLOTACIÓN DE JUEGOS DE SUERTE Y AZAR,0,1049,1049,0,1049,No,No Aplica,0,0
2016,Pueblo Rico - Risaralda,TI.A.2.1.11.1,RIFAS,0,1049,1049,0,1049,No,NA,0,0
